gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
RPS6	31009.11237844845	-0.09985577629136559	0.12544153010828613	-0.7960344250039529	0.42601202664570353	0.5892834156998195
RPS11	28043.857473697248	-0.10895785960285105	0.136106121805182	-0.8005360681631197	0.42340027493373944	0.586695011841186
AHNAK	69176.6199723063	0.5160786560232592	0.19054865319365938	2.708382596117095	0.006761202905389142	0.04008188356041335
HSP90AB1	44226.50104037006	-5.671461789895767e-4	0.07937595101122509	-0.007145063104936817	0.9942991129695279	0.9966077748950056
HBB	22736.463002849956	0.4567913010594454	0.3247579767855548	1.406559141612941	0.15955815588870556	0.3082907415641894
HSP90AA1	46278.17177438049	-0.028188699805542783	0.10051268447992696	-0.28044917864244534	0.779132911063148	0.8641386407410395
TUBA1B	39605.14117208083	0.13704661391664139	0.14194389510905264	0.9654984725574229	0.334295200674428	0.5025338975742248
COL3A1	7874.67761096858	0.8450442340263478	0.3110771604273636	2.7165100545003376	0.00659741912551542	0.03950204701402358
RPS18	25328.01178436412	-0.0749201122440014	0.1358047487997074	-0.5516752021278568	0.5811709027221188	0.7223350414212378
RPL7A	30077.878378089586	-0.05290863765278573	0.11653309239801642	-0.4540224288571812	0.6498126836743486	0.7741612419383042
RPL15	40635.794682573876	-0.07396911646876872	0.09465009201797785	-0.7815007348827407	0.4345080446638878	0.597592033404164
RPL13	30608.984044960052	0.31579763546528544	0.10405378252934401	3.0349462344266818	0.0024057857016743438	0.020475681433937645
RACK1	26172.41086153542	-0.019063549257223842	0.10031348571925701	-0.1900397451104049	0.849277985904849	0.910239316317065
SPTBN1	105842.18273921158	0.2836039356519862	0.1333137817765208	2.127341463671046	0.03339172198528792	0.1121283355869314
PTMA	21456.276404524047	-0.015101922253784908	0.07308308364511998	-0.20664046316268592	0.8362906571807066	0.9022144702467533
RPS3	23444.990136969976	-0.12410987188171015	0.11560555704712377	-1.073563201041623	0.28301849809536606	0.44954854950152656
RPL7	28113.037035926056	-0.2790107802678325	0.1503753313505402	-1.8554291968104126	0.0635349612754867	0.17040882733966553
TUBB	20119.6498147454	0.13527178445760885	0.10633384714077443	1.27214229612631	0.2033225655546738	0.36156633836014535
RPS8	22822.080673651602	0.025005263150963467	0.08736210417027333	0.2862255137791427	0.7747054036499643	0.8617832985330537
MT-ND3	47964.5516406757	0.3100698213554898	0.17858301787946104	1.736278314911102	0.08251463561130593	0.1997801782137866
APP	102086.32261977592	-0.2534917964348501	0.08346899079095056	-3.0369577256507676	0.0023897896895555704	0.020415516988479446
HSPA8	51339.83962078669	-0.15688931824931454	0.07697490999852125	-2.0381877452319013	0.04153116059339425	0.12907751053877398
RPL6	21255.344100997027	-0.04931803938377904	0.11766507644357416	-0.41913914369850697	0.6751144446676964	0.7933754146119397
MBP	88253.58667421175	0.5603737435341763	0.40728384063359685	1.3758801298436565	0.1688587479351317	0.32071110333436986
PTPRZ1	186837.2947727192	-0.09108237840514882	0.1570743719610176	-0.5798678502929394	0.5620037376738094	0.7070807689266514
RPL18A	14518.697297329494	0.13694214784736297	0.09026468851669656	1.517117602660672	0.12923699473515501	0.2681706830624642
RPL19	23657.348487537616	-0.00214048030580039	0.08946843970924805	-0.023924417512549243	0.9809128974967108	0.9898033078653684
RPSA	18819.41076310498	0.014310837702780257	0.11249475177738086	0.12721338086153913	0.8987715150305724	0.9423525724333166
HBA1	11155.871527140669	0.9826252699552664	0.3705905910966177	2.6515116507614827	0.008013234833118398	0.04492438535889177
RPS24	22946.89198842866	-0.20821004454979872	0.14113482922812398	-1.475256289949927	0.1401436530422155	0.2837456904439427
EIF4G2	36018.516474056865	-0.10078915088377137	0.05047317742100509	-1.9968853960406028	0.04583763399121693	0.13781211826382694
RPL37A	21461.449848237524	0.03433720349284545	0.11801405514221329	0.29095859346132347	0.7710829877055165	0.8591104184753965
PKM	57537.355312727916	-0.1407584185292596	0.08619558867342214	-1.6330118593721208	0.10246650245645564	0.23089451673080535
GLUL	101646.2673560153	-0.1435872875369341	0.1332620664346055	-1.077480571767926	0.28126562575601394	0.44801221979625794
FLNA	36545.56052958497	0.3797802264034004	0.21794308953422448	1.7425660396713887	0.08140944644599407	0.19794479618086883
RPL9	19723.956967812934	-0.19306728446798305	0.14332009403184298	-1.3471054828158793	0.17794626256702928	0.33169685047213887
RPS23	21968.884957538645	-0.13785003157387118	0.13123151937826633	-1.0504338609120834	0.2935186844362194	0.46053519558551015
RPS27	16848.06354627167	-0.17163948145086746	0.13896154093417096	-1.2351581617260328	0.21677164679830627	0.3776317239467148
RPL23A	20688.193811258003	-0.1419837774293479	0.10821689941397294	-1.3120296201261794	0.1895101406887111	0.34510377470679127
ENO1	39702.932348503324	-0.16562564633087282	0.10037181777277729	-1.650121020083723	0.09891818631902721	0.22537010676757058
H3-3B	26813.428827712225	-0.16060121021532914	0.09034869773235951	-1.7775708366165837	0.07547436709615533	0.18837131012431432
RPL28	15320.723387100066	0.14934143741598754	0.08102461632104775	1.8431613032790524	0.06530546293302776	0.17286315619429873
RPL5	19892.020858632677	-0.1188053825619607	0.10554258102130569	-1.125663039621683	0.26030817383475513	0.42561310508891215
RPL21	19139.15113144477	-0.3041581940146283	0.15922126078039392	-1.9102863055087773	0.05609636003757642	0.1574834351781737
RPL27A	18116.098011128943	0.04015384666822918	0.08855248093870635	0.4534468853111252	0.6502269818553956	0.7745417395522095
RPL32	17724.040968138215	0.02800340718395286	0.10489892429725972	0.26695609484609745	0.7895029658537789	0.8716852310620506
MT-ND4L	38222.89909284304	0.2586740499132085	0.1956353913603803	1.3222252278306055	0.18609316275647594	0.3412892222075134
SPTAN1	73823.2466623411	0.5090218114257242	0.14540661341373065	3.5006785418857547	4.640752598252382e-4	0.006439514758293427
IGFBP5	44721.81824852974	-0.12355136250528857	0.20692561835490575	-0.5970810356278896	0.5504532787312073	0.6976797219312243
RPL41	21578.970852418035	-0.008361808791580857	0.08486158676200396	-0.0985346740573178	0.9215077399982721	0.955581777460595
RPS20	18777.9316172585	-0.03155895605216381	0.08702220452407139	-0.36265406311827253	0.7168633190803996	0.8228158962894454
DDX5	26880.888694405065	-0.07713975175006456	0.056186413217136105	-1.3729253627910523	0.16977555092882826	0.321839832574437
RPL37	17643.518468399343	-0.020668245192917985	0.09876971280535553	-0.2092569129329017	0.8342476856200713	0.900578385946124
RPL26	17212.827752538313	-0.16899535274563152	0.12669781770868002	-1.3338458057281417	0.18225439560603493	0.33669581330340553
SPP1	48483.059440976234	-0.22033702923135834	0.2749593339960199	-0.8013440606986186	0.42293248985151144	0.5863447056424664
RPS14	18370.649537135578	-0.16946505108071608	0.13149127360572488	-1.2887931376256583	0.19747001238946046	0.3552216256865171
MACF1	62055.6166268964	0.18744512915154368	0.15529605751279513	1.2070179510906112	0.22742523083065536	0.38986226491242204
RPL17	14956.70560368096	-0.1244508169137758	0.12343593137148537	-1.0082219620414747	0.31334791683526697	0.4812178759011764
DST	69178.49228603147	0.2090716172680091	0.1519749531714852	1.3756978561598716	0.16891519595918986	0.3207674392025529
SPARCL1	89618.81254118061	-0.3703695978012681	0.15382456631512517	-2.407740237294273	0.016051597502509816	0.06943346504451993
TMSB10	21448.496923359286	0.014824610664061075	0.16743444725038886	0.0885397891981672	0.9294476612918761	0.9602394740721436
HLA-B	40898.995683663525	-0.2946455350668344	0.14936504561065814	-1.9726538686626263	0.0485350111485593	0.1434608232126086
RPS27A	20230.594800213345	-0.21919036072316886	0.1280531192621637	-1.7117143415649212	0.08694932434412568	0.20713768258998314
PPIA	29868.840731358057	-0.11428105518206508	0.12206630955572703	-0.9362211047258069	0.34915935913393875	0.5185485104096275
RPS12	13052.274433389428	-0.06864362642695895	0.09359269648302736	-0.7334293059865754	0.4632966304821279	0.6230182088740575
UBC	35638.414715515486	-0.10017665230624634	0.09106806546685327	-1.100019549033996	0.2713236043851164	0.4364723485373145
EIF1	24017.974798888314	-0.13993160199619567	0.07836302223653627	-1.7856840892866104	0.07415042296594045	0.18650521214390609
HNRNPA2B1	28480.034588429928	-0.2910952700824235	0.12982774112458056	-2.2421654074924806	0.024950683967012784	0.09264633814107848
RPL30	14934.342806397477	-0.156983321164169	0.1331496126093841	-1.1789994584866343	0.23839839146196326	0.4015219040445865
RPL29	13731.030127047125	0.04614478591852918	0.09877175318147703	0.46718605706781	0.6403667682997201	0.7672995847897885
CANX	47635.056696091975	-0.31567710238185126	0.08514510213345132	-3.707519216866731	2.0929953860434702e-4	0.0036429679866090926
RPS7	12780.545177401078	-0.0654119481689837	0.11804708206815089	-0.5541174506221179	0.5794984680872641	0.7210225343329414
RPS10	16621.650586407708	-0.06614688152479692	0.09850261466408541	-0.6715241189319864	0.5018866998560598	0.6579193465546049
RPS17	13635.82058211101	-0.01407197916497372	0.0997940556337824	-0.1410101942004856	0.8878618890069163	0.9356691556575278
RPL39	9549.634938274796	-0.24574819209511073	0.1560196392259254	-1.5751106291128723	0.11523091102698153	0.24885005711956076
RPL11	16514.177940348407	-0.048967635810856856	0.09705774541344037	-0.5045206397724123	0.6138955619650389	0.7478660375895545
RPL10A	14303.540705231833	-0.026554302928287702	0.10048186960895318	-0.2642695944216552	0.7915721878003767	0.8734866336997339
A2M	82861.04551813319	-0.05992155245570577	0.1572114786802961	-0.38115252752988676	0.7030900725302809	0.8140240374952649
RPS15A	11958.589599277246	-0.10802860643001945	0.11307026422157836	-0.9554112849539379	0.33936974938038983	0.5078671268220655
RPL23	15791.492972952232	-0.12541432722385973	0.10824272632982981	-1.158639767088883	0.24660305208518207	0.4103197927914486
ALDOA	31888.912991737572	0.13303322039034843	0.08718559390925795	1.5258624094343878	0.1270441340716877	0.26547176450419563
HLA-A	56923.61260579872	-0.24811945825583387	0.15637473347811195	-1.5866978810266914	0.11258108649450711	0.2453273128356088
APOE	98785.24485325154	0.08259397212976605	0.16772372614115877	0.4924405987752367	0.6224079047307625	0.7541571040322657
RPL31	14853.080133199652	-0.040001975340248595	0.12064976986178598	-0.33155451010038456	0.7402256738803348	0.838777672664365
RPS19	15875.360878012429	0.07003850767257923	0.09148347468007433	0.76558643970957585	0.44392241556541323	0.6058776984722843
RPL12	17887.20527771614	-0.05415388328052637	0.1203653161804783	-0.4499126907898193	0.6527733964611762	0.7767896312152395
HSP90B1	30019.12325129565	-0.39224545820449513	0.12624830589059113	-3.1069364094629637	0.001890370575950066	0.017391735098938828
CALM1	53102.62297708878	0.3847271330378598	0.11069263650729706	3.4756343798216234	5.096465876438698e-4	0.006919521413872268
CST3	83952.03057260904	0.20893653348945151	0.15788178895792604	1.3233732330277248	0.18571128868803288	0.3409413806747144
PLP1	70610.74245334318	0.3753343977103504	0.2943171316174457	1.2752720021687733	0.20221298392458503	0.3604162862329564
DPYSL2	66141.05776839025	0.03524525067075277	0.11037017235682696	0.3193367367118429	0.7494711779440157	0.8459978315660833
UBB	25546.76263042863	-0.020499043345168222	0.10537090660380333	-0.1945417763391277	0.8457516877306567	0.9080853994956167
RPL18	16644.60924795114	0.011352275314811784	0.07733346064191489	0.14679642189268366	0.8832927090046219	0.9327539850379494
MYH9	30058.926591317268	0.2592589128931593	0.16152319811032392	1.6050877887898165	0.10847448624283088	0.2398167471978926
HSPA5	26659.298372056248	-0.46591258007826647	0.12309671101182187	-3.784931183364611	1.537511177393182e-4	0.002904053051937437
TNR	180806.37532266762	-0.44560318648127367	0.24862758486216952	-1.792251598825209	0.0730926726352093	0.18485422487996436
NACA	15835.626471331028	-0.10668766567460419	0.09933658460881217	-1.074001749654879	0.282821897366575	0.44941750998860236
SCD	67811.33257251744	0.07019907858615404	0.1327341361582886	0.5288698191582004	0.5968957597888818	0.735372598648823
APOD	116948.88345077555	-0.6994666192766503	0.23558584502063254	-2.9690519785490137	0.0029872006216315116	0.02342624309029516
YWHAE	39721.237323184934	-0.17194828722149116	0.07208424974142526	-2.3853794391741614	0.017061513623871	0.07204218111631003
CALR	32524.23176106031	-0.22533949838310818	0.09866518606418018	-2.2838805395504784	0.022378552624128804	0.08603426461608692
YWHAZ	21352.67835347509	0.08337703715651806	0.10410845921585782	0.8008670744386356	0.42320860314473085	0.5865651646595084
CFL1	27720.68700741257	-0.055513779382714935	0.06060605359172624	-0.915977465826838	0.3596787140893656	0.5289392854255377
TMBIM6	40026.82413781625	-0.17243580622656646	0.07535631069470186	-2.28827293476683	0.022121631639394335	0.08545988832366004
CTSB	48068.82554127114	-0.014566755133441942	0.1338644190769928	-0.10881722890877969	0.913347458274448	0.9514036023692167
VCAN	78609.53922900272	-0.2892462250833915	0.1994766945508426	-1.4500251557440382	0.1470515043879529	0.2923204138919872
NTRK2	80692.97466110079	-0.16605057362762285	0.12949049085899264	-1.28233797343808	0.19972411252751593	0.3578776369171036
SLC1A2	91993.44282462836	0.22980472583592235	0.19402376466670893	1.184415353607211	0.2362486854250172	0.39990015237875576
RPS9	17044.14470024838	-0.02459430444546289	0.10574443380222563	-0.23258249688547905	0.8160856200828839	0.8893097916546122
ITM2C	77809.43067009265	-0.25921362706001555	0.12094477971693157	-2.143239482238911	0.03209387346009998	0.10912099224437742
PCDHGC3	103837.64610237116	-0.1366077602987514	0.11872285540802631	-1.1506441605473379	0.2498786574987671	0.41381509107284414
PLEC	46696.023402184124	0.5639633706751667	0.24678862332774285	2.285208139137784	0.02230062618395846	0.08592342295781936
MYL6	26280.965575279344	-0.2933759378340645	0.1386604403258609	-2.1157868613759794	0.03436293903820909	0.1139878656461368
DPYSL3	57342.69202791998	-0.1254230180685761	0.10188210368772305	-1.2310603484691272	0.2183002941698905	0.3792791062714005
SERPINA3	138252.83995383926	-0.6042432876053658	0.27698502853166634	-2.1815016169232613	0.029146334994280296	0.10250436462746154
HLA-DRA	41903.208556172125	-0.3012640797805021	0.22085981715708491	-1.3640511146770997	0.17255147889522607	0.3252715222348282
PEA15	60178.58256081147	-0.12375981493523268	0.09110661652535273	-1.3584064435187686	0.17433475080313376	0.3272705190261055
RPS5	10068.569863422714	0.0573422066948728	0.09907862486560814	0.5787545676239724	0.5627547906303532	0.7078026066377985
C3	94683.12038552386	0.10674162509601158	0.16495546831182772	0.6470935834284066	0.5175713778686211	0.6700451081055933
AQP4	76215.63278581305	-0.28265430934236774	0.2126774580126358	-1.3290280595961157	0.18383871269070126	0.33837512826178107
MT-ATP8	23427.517491742412	0.5201465962395015	0.1654378287104267	3.144060825108734	0.0016662080288100316	0.0158733819769293
APLP2	44123.755842168146	-0.02248461390766681	0.09481286124016215	-0.23714729851589442	0.8125425198156223	0.8868206958432443
RPL24	13804.954773371712	-0.10775651480992365	0.1300163745751584	-0.8287918745775592	0.4072221868530397	0.571718839210359
HNRNPC	21015.929694503957	-0.2317270017419377	0.09832926600307304	-2.3566432575088645	0.0184409531286277	0.07596505459763216
RPS25	13830.73532043499	-0.1244744923097677	0.11594290191639939	-1.0735844131236254	0.2830089866180031	0.44954854950152656
NPM1	12709.541196633443	-0.22797993368635264	0.10728245707733675	-2.1250439251406097	0.03358294786766255	0.11225882239425951
RPS16	10609.751172721328	0.13010715293056654	0.08079013144590692	1.6104337324624836	0.10730320142143383	0.23826828849180776
CSDE1	25011.18643929567	-0.15597657980206475	0.057395656289740755	-2.717567667746051	0.006576370634923412	0.039435171934505686
RPL14	12698.491948183062	0.013306439961759441	0.09143940623610246	0.14552194190108095	0.8842987930110524	0.9336517409898918
RPL27	11475.20635453922	-0.11804782362511375	0.12201974515125759	-0.9674485344874292	0.3333198573560465	0.5017605646560223
EIF4B	22953.70796039494	-0.010250703021766625	0.05361221822640553	-0.19120087474235237	0.8483682183134444	0.9099157558713389
CPE	65549.33867298736	-0.3600432655875248	0.1260868497714498	-2.8555179722560604	0.004296669101317108	0.030124480379550567
NAP1L1	16551.444719982603	-0.21862813986018417	0.10494911117316437	-2.0831823863610546	0.03723460198544407	0.11992586303810994
QKI	59204.661834078106	-0.18183363526243373	0.06968549709147173	-2.609346892133843	0.009071523075640985	0.048582955648837564
HNRNPK	24227.108944640153	-0.1626900799180347	0.07484540129429273	-2.1736817106282316	0.029729047132645563	0.1040344315682144
CLTC	30950.326297084262	-0.05363643333511575	0.05937174378054383	-0.9034000000635396	0.3663136399679527	0.5347562889938112
MAP4	56042.41104057525	0.06640222694633546	0.10108082565955487	0.6569220869839487	0.511231015548872	0.6655666270982458
ATP1A2	64630.14480436238	0.18960775690172849	0.20170254278460822	0.9400365225152596	0.34719882704530025	0.5166777623794545
NCL	23914.322960029815	-0.09550360321102294	0.0934455782133464	-1.022023781510323	0.30676964484206215	0.4744983850405185
CALM2	25538.14323651965	-0.17365675191212276	0.15566053294999413	-1.1156119577716588	0.2645882713700151	0.42971207701067465
TIMP2	36624.53841634074	0.051684264593635336	0.09884367469917217	0.5228889430804236	0.6010515394961258	0.7379875100447151
HIPK2	69500.415626111	0.13045895101073812	0.17637346809733345	0.7396744670164509	0.4594975445569455	0.6200786857186272
RHOA	23506.047898048557	-0.1619127054038761	0.06941015021688493	-2.332694928594013	0.019664162560297762	0.07936580608681014
ITM2B	35885.95797028234	-0.2266931070052089	0.08868934359458065	-2.5560354583463276	0.01058723297381575	0.05331392400289692
TNC	23610.401005652417	0.25206866439141257	0.26509247283982873	0.9508706968972096	0.341670018733259	0.5104801589932347
CCNI	16431.206895662097	0.10367803302901614	0.06876248303712279	1.507770348738621	0.131613313485158	0.2714552926256919
RPL34	8838.95412467384	-0.020868866792397918	0.10589022995081654	-0.19708019145950484	0.8437647843505215	0.9068464631661726
H3-3A	9997.845686374512	-0.16074864834739358	0.07370305309969183	-2.181031064343598	0.029181118905658308	0.1025664510992833
FOS	23152.54773785751	0.12315538938333499	0.23119441867477722	0.5326918793683273	0.594246888410179	0.7334679951259424
TUBB2B	45732.022962400035	-0.058394106512069985	0.11067583313448384	-0.5276138869550179	0.5977673524992453	0.7356900355784647
MSN	24090.533075535408	-0.14640061627945414	0.09703924420109236	-1.5086743253695512	0.13138202983243777	0.2711650822549883
ATP5F1B	19718.951577190153	-0.027360342756671128	0.08438382463096857	-0.3242368176167021	0.7457587499748477	0.8432918820537111
TXNIP	18292.318347906275	-0.05878635762469457	0.11654373463656803	-0.5044145685567306	0.6139700825637369	0.7478660375895545
SDC3	83155.01469438241	-0.17869969974645922	0.1382031014002855	-1.293022355763791	0.19600332720573546	0.3533784768576757
NUCKS1	28064.126208253292	-0.19687305715911654	0.0713737932572445	-2.7583381543075514	0.005809606557373696	0.03652793115724085
STMN1	11500.197303767516	-0.005187581721159306	0.16685358201054046	-0.031090622440647375	0.9751972682640984	0.9864831295373017
CD81	52554.83848623855	-0.24864310459658048	0.09009060200214368	-2.7599227785231593	0.005781502570605855	0.03643868067526585
KIF1A	44857.94866146316	0.647407970583653	0.19212739194222442	3.3696807313052903	7.525532227385488e-4	0.009149060753598094
ATP1A1	41273.90147747042	-0.23007497878817784	0.09725779725394491	-2.3656198812259825	0.017999914715530266	0.07466192543071525
UBA52	12310.62357141409	-0.05486789208476046	0.09479168548534915	-0.5788259993883192	0.5627065861389047	0.7078026066377985
LDHA	11164.465927362877	-0.36529793252618104	0.13749538297727382	-2.656801447555224	0.007888588883940286	0.04440200565259761
CCND2	33126.04047013012	0.22674324245702646	0.1875692764828149	1.2088506535226768	0.22672022718945287	0.3890942183456035
SEPTIN2	34724.59108834594	-0.294294758667637	0.09019108281962085	-3.2630139196378947	0.0011023410541428566	0.011775677184086269
RPS13	8941.227048786455	-0.14059338758927906	0.12129560680273875	-1.1590971123787195	0.24641660279804478	0.4101805419108404
MATR3	19896.482242395155	-0.16189267831284682	0.07884137731770878	-2.0533973887907164	0.040034052354192745	0.1258618474511573
WNK1	35886.09587782175	0.09512034827256782	0.10673424386523699	0.8911886647425646	0.37282796447305766	0.5406491374861904
RPL22	12233.970328217652	-0.16315731894414906	0.11566838606300442	-1.4105610400345474	0.15837408620026944	0.3068818256065091
LAPTM5	15216.892699012307	-0.23694679874675595	0.1363252102766541	-1.738099638840854	0.0821932585417963	0.19928412047742672
LDHB	27323.829805569843	-0.25166630513408755	0.13938539938255587	-1.805542806125386	0.07098978335962888	0.18186388186800673
MARCKS	37789.18953249206	-0.10797174473256542	0.1235650363135384	-0.8738049852435117	0.38222446509100394	0.5486859229758778
EIF4A2	17516.254547082597	-0.06409477321631694	0.11852841184831094	-0.5407545095461457	0.5886768015206009	0.7280938543905386
MAP2	34549.28858869042	0.6356807103639347	0.14511097475878842	4.3806521968486445	1.1832461066928929e-5	3.560143750665174e-4
GNB1	25852.298401053537	0.08489005903081463	0.04547536593005296	1.8667262438610523	0.06193982690763754	0.16781208760609945
HLA-C	30530.098111721894	-0.25404620995384364	0.15251101948789067	-1.6657564207943336	0.0957619392692735	0.22061354804723934
GPM6B	51965.44494156633	-0.1791084274815809	0.0986117805636771	-1.8162984833837807	0.06932459778077991	0.1793597639751809
RPL35	10548.873281082806	0.09606975471609647	0.09113207418751441	1.0541815883442116	0.29179978783387617	0.4586300642224264
COL4A1	13170.728261754524	-0.015145486659983963	0.2392277606486783	-0.06330990441458885	0.9495197290045686	0.9726720810155494
TLN1	33452.47160245003	0.07807855818921902	0.13219625473892646	0.5906260986244721	0.5547709740066006	0.7015928201213477
HMGB1	15273.793192523477	-0.29745971506587726	0.11220601343127036	-2.6510140229523484	0.008025050942720269	0.0449485430491465
EIF4A1	16618.702829320515	-0.13253730382188708	0.10557440470361681	-1.255392386004584	0.2093363519952852	0.36875593044182703
NONO	12639.970269721562	-0.036477737178217944	0.054468869353750525	-0.6696988134876022	0.5030498082154189	0.658696228303135
BCAN	55844.99537871918	0.023487520831282447	0.20507773613644562	0.11452984255519259	0.9088177910988041	0.9487484132515194
NCAM1	45790.59195269898	-0.04327165528449716	0.09276509200908804	-0.46646485598545956	0.640882797637004	0.767841070705665
PMP2	78601.50778449285	-0.5049539496803165	0.19376800557593965	-2.6059717556540565	0.009161401585365391	0.04873735405808555
TTC3	18813.660930922557	0.10960421841812756	0.07507246145999728	1.4599790160940798	0.14429584109159388	0.2888570205736939
CTNNB1	31950.379617546605	0.10605002470637725	0.08959593220754032	1.1836477627212205	0.23655252510157163	0.400083563025647
MTSS2	71134.44961825959	0.009964142395445793	0.1743987662878133	0.057134248180413134	0.9544382548681104	0.974679927545305
RPL35A	9046.627786958976	-0.08557222868380213	0.10626106172543007	-0.8053018414677033	0.4206455194101263	0.5842208795518995
HLA-E	27102.859745520964	-0.19610145481402205	0.1105297609637232	-1.7741959550458468	0.07603074306251639	0.18928651729181575
ITGB1	17477.735271316495	-0.150886193487716	0.14149901297725825	-1.0663409610635692	0.2862695395260791	0.4530898408438801
CBX5	29280.703249470487	-0.0880478701044844	0.11086062996705758	-0.7942212680069378	0.427066629204058	0.5902727244596716
