gene	baseMean	log2FC	lfcSE	stat	pvalue	padj
KIF1B	24739.027164043844	-0.5647429514708456	0.15049371224768035	-3.7526016405349876	1.7500883856690018e-4	0.002164583831758072
TIMP3	34039.260536800284	0.6267962892216405	0.15611591333890307	4.014941691824616	5.946049278687403e-5	9.282405004327668e-4
AP2B1	27785.47392828684	0.16679730996625602	0.06391165590618739	2.609810489202301	0.009059239365375046	0.045032956164535565
MTURN	28679.002504953096	-1.1027932186204998	0.2656441368948686	-4.151393030959089	3.304577093302632e-5	5.92399860663159e-4
MARCKSL1	23632.59184537233	0.4122151839733632	0.15724923435540328	2.6214129796123804	0.008756611439394888	0.043874653550943006
NES	26745.111013455502	-0.5124305254786011	0.17851308333631802	-2.8705488466253413	0.004097598827058713	0.025035074466340863
IDS	29448.233327981754	-0.9027860935595512	0.1596994666823867	-5.653031361432341	1.5764252929621107e-8	1.0487607157345151e-6
CALM3	21477.955118278966	-0.5678037678919025	0.13684272312496734	-4.149316492140933	3.3346949180893886e-5	5.96017427654792e-4
ANK2	27160.073981594393	-0.5552990358672781	0.148930418523919	-3.728580375795387	1.9256149289867912e-4	0.0023268656684779843
SCARB2	26467.845521840198	0.33268073695022443	0.10153059689050484	3.2766549901110333	0.0010504464137691648	0.008839842448971012
JUND	8226.909578272338	-0.7606168661238404	0.2669424910325718	-2.8493660307943687	0.00438064503136629	0.026334449925005683
SCD5	56138.496001909145	0.3827766884693348	0.14311383310048859	2.674630957585805	0.007481155144768291	0.03910381181082509
ABHD2	55541.58001250178	0.4740200602455026	0.17430096800648137	2.719549212302	0.006537096679185637	0.035389571760057865
GJA1	18152.808759867097	-0.7502361454402338	0.27996296794738956	-2.6797692242683238	0.007367293240414268	0.038660533108659446
TLE5	15006.113214031946	-0.31373223814543866	0.11302751829794758	-2.7757155325521783	0.005508037764258395	0.031260072145494915
DKK3	38155.01180788151	0.26737636878365306	0.10328887497571437	2.588626982785121	0.009635941212878436	0.0471143027811451
CKB	21559.588920701182	-0.9498586419147733	0.23887673816610702	-3.9763547058076156	6.997972190143169e-5	0.0010607685693286638
CD24	1179.2009624011646	-4.614254196116944	0.483268410060862	-9.548015347280474	1.3220456459565286e-21	3.9578741525823575e-18
NRCAM	46272.72593782383	0.34496795121866475	0.1269133332507783	2.7181379795376954	0.006565045439098724	0.035508771062875887
YWHAG	14471.525156981612	-0.7427225113898215	0.14140295381574408	-5.252524727012635	1.5002831508010576e-7	7.244310778565591e-6
HTRA1	43719.11296953123	0.5057959810452776	0.1448887396412882	3.4909267780057593	4.813481537366205e-4	0.004763755488426472
NREP	2859.7524899491154	-1.3396357728288888	0.2393728158380014	-5.596440715872701	2.1879709095878043e-8	1.4239647631692368e-6
PPIB	14070.846222064683	0.37209024830098747	0.1337672866538908	2.7816236511078603	0.005408772194384767	0.030872281710084642
KIF5C	22651.355927417724	-0.6631483688481687	0.16291530233612445	-4.0705100094279105	4.691032539510715e-5	7.780486795102605e-4
CHGB	4440.568687795289	-1.5782008645764958	0.32541318223270865	-4.8498369173253	1.2356302293956918e-6	4.2888904339169305e-5
PTTG1IP	25377.88485650665	0.3470827718446316	0.11667473808483925	2.9747893806477004	0.002931897745443264	0.019548705735903723
OS9	17830.272444696286	0.33078970867902086	0.09613082703822616	3.4410367503390273	5.794898199526454e-4	0.00553617939869158
STMN2	2915.9287379028096	-3.398625707073237	0.46223217314636156	-7.352637710047702	1.943331484145879e-13	7.486417465700496e-11
ITGAV	35670.01331480005	0.41136578994833395	0.14096566040406305	2.9181985794923224	0.003520600651427601	0.022437037147868825
PTGDS	24297.070760047394	-0.797794758957735	0.25627250239992655	-3.1130720287451474	0.00185150824508261	0.013686303231397688
RAB31	47158.86436442649	0.7626793049862814	0.18254141609331592	4.1781165135499805	2.9393307880606268e-5	5.382031527068196e-4
PRNP	16596.712946719857	-0.3323161745364884	0.11948188767453954	-2.7813100462698985	0.00541400037569261	0.030884590647373946
EZR	5836.126282856471	-1.0016064301608032	0.19933563445817454	-5.0247234162789125	5.041585837444992e-7	2.0259392752820057e-5
ARHGEF12	15688.488342639514	-0.3299080891829191	0.09022647139953241	-3.656444545216126	2.5573770378386796e-4	0.002894573726665235
ZFAND5	8446.206898862123	-0.5405309256310241	0.11017890289494715	-4.90593853658542	9.298164093681244e-7	3.343709159814802e-5
PARP1	9223.54703739356	-0.2989746619910958	0.07690450573608121	-3.887609173604326	1.0123645809950872e-4	0.0014063881505123165
MAZ	6529.009363330643	-0.4308541573433845	0.12082862784616162	-3.565828438372616	3.6270860074720236e-4	0.0037900833280521363
GOLM1	24468.97895727779	0.5658132591929527	0.1263866863142662	4.476842266328848	7.575517643446664e-6	1.8899338287557043e-4
TUBB4B	5437.891152453006	-0.7303923920416243	0.15776355798910432	-4.6296648056838805	3.662581258911914e-6	1.0517844262702679e-4
SQSTM1	14535.324222942578	-0.5071652189405184	0.14021867781944067	-3.616959072981661	2.980844137448104e-4	0.0032658379273505073
DENND5A	19202.862340327883	0.21067452442232015	0.08207691717184798	2.5667938280530422	0.010264362160128914	0.04940343121685842
APC	20421.458501124227	-0.5394680823579552	0.1720905157724578	-3.13479264058487	0.0017197562743597012	0.012962396889021307
PIK3R1	20836.582104972123	0.42901095874219447	0.14657744858381466	2.9268551396354883	0.0034240832535201394	0.021997530558424717
CTNND1	15483.496464808512	0.2391939911301279	0.0927962662091821	2.577625166414938	0.009948184534101059	0.048172062189996034
CHL1	37919.970861828544	0.3956050011234693	0.15223017526787938	2.598729196936963	0.009356955691586656	0.04601602288617217
GAS7	19898.95867526911	-0.6512430378486677	0.23904941957532172	-2.724302945414467	0.006443737014231763	0.03496318565719318
NDRG1	20644.864429546116	0.5827995434067401	0.164397489745949	3.545063518350353	3.9251848517100153e-4	0.0040125878228100586
H1-0	11123.62039090234	0.2687145620536603	0.09723520275965966	2.76355223650691	0.00571759397588754	0.032009437990300746
SMOC1	40422.47278452237	1.5629713038856763	0.2703337193442814	5.781636518288591	7.3977412023164834e-9	5.434843613358276e-7
TCF12	14197.576391466	0.4307013611346779	0.12268647535318278	3.510585497666304	4.471209972888636e-4	0.004473077646227353
CSPG4	35858.39962862861	0.7569428637273635	0.2642257394948118	2.8647582373110416	0.004173277252699775	0.02538090152416445
DNER	33586.207487863845	0.647178705924855	0.17247095856332134	3.7523923524043528	1.7515505077023562e-4	0.002164583831758072
MLEC	15945.895105333519	0.29163081918906575	0.0911325992823352	3.200071340943244	0.0013739357484553354	0.010910398267740479
KIF5A	22477.740601732883	-1.2872439031217129	0.21830945927689765	-5.896418356700744	3.7147642719225045e-9	2.945980275249801e-7
MSI2	9694.507424304353	-0.33983899936378864	0.09981077397256846	-3.4048328235305383	6.620456995899479e-4	0.0061768167883467125
ANXA6	17260.967367952584	0.36689345326376227	0.12551007023396793	2.923219249099476	0.003464324836532244	0.022149113677241657
ABR	18188.498924945372	-0.41931920322598026	0.13394798137070776	-3.130463027027584	0.0017453096781324827	0.013103500561527573
ENO2	9945.928916133837	-0.9677529523249907	0.19561423241451437	-4.947252254499987	7.526840903048911e-7	2.807910274579773e-5
FYN	20275.354528927295	0.4157689804372964	0.09364127093538793	4.440018554683812	8.995112205565266e-6	2.1414804902911348e-4
LASP1	10228.999277123783	-0.2030102521125247	0.07476931521842396	-2.7151546261921733	0.006624483256274198	0.03571000261808348
MT-ND6	4292.01358701348	-0.7949940641065346	0.2149883885486607	-3.6978465184718328	2.174362865328776e-4	0.0025427071586562257
RASSF2	26430.1092215005	0.5177880539795052	0.1495837058310599	3.4615271168926376	5.371200067295128e-4	0.0052083222985764566
SLC44A2	17651.15934011407	0.256626055528782	0.09445386700816774	2.716945993397927	0.006588735794520703	0.03557009355758885
KHDRBS1	5896.938681987451	-0.15228678988226252	0.05503636282498587	-2.7670213303617164	0.005657105359713502	0.031789693422134765
MLC1	20758.1062577907	-0.6859130176475557	0.22990584972531944	-2.9834517845763906	0.0028501693826599255	0.019131602218246977
JAK1	11606.210111667257	0.2351925243281533	0.05978085187694397	3.9342451126706237	8.345858113260407e-5	0.0012158351691763185
ATP1A3	7781.788131028152	-2.464327670803559	0.4011623234708237	-6.14296888472077	8.099315385901706e-10	7.636952893399443e-8
VWF	18687.28975549815	0.5804967894799866	0.2093611717659409	2.772705103737972	0.005559247391276547	0.031476117026258466
NDRG4	18280.67222994462	-0.6449384919207286	0.16530625249966116	-3.9014766965457075	9.560766677113293e-5	0.0013485298110533768
ABAT	29430.656705844227	0.40736922686714133	0.13028293459155169	3.126804198449162	0.0017671757831695285	0.013233601773421824
MAPK1	13222.918726683123	-0.23704933409412604	0.08086949221862393	-2.9312578525073825	0.0033759244006283397	0.02181688866569043
SULF2	22588.518226504304	0.699325861305976	0.18915472249356008	3.697110239104842	2.1806766195740657e-4	0.0025427071586562257
SPOCK1	32575.351633180042	0.87641427554748	0.2224588578825512	3.9396690421299803	8.159409267425155e-5	0.001198876251351449
SH3PXD2A	6029.835501135254	-1.5237644289771675	0.3275037393548946	-4.652662690137906	3.2767602411201798e-6	9.652534518173197e-5
TMEM59	10720.211037512185	0.3334118775571003	0.11026543704922949	3.0237206370319294	0.0024968688656308233	0.017243370626256693
MAPT	12429.785742205368	-0.5606839143162358	0.17567414422106983	-3.1916131813379796	0.0014148066812205544	0.011160942034002726
RTN1	11686.162788466705	-0.7159322979054549	0.17462607956143983	-4.0998017003156955	4.13504293367018e-5	7.043085986835985e-4
TUBB2A	11132.6130997645	-0.6470044114191426	0.15899228023996692	-4.069407712390937	4.713280460231965e-5	7.795791921447207e-4
NCKAP1	9558.690257865579	-0.22801067575341086	0.08762790821015619	-2.6020326219196925	0.009267303655346592	0.045744419321012135
FAM168B	10128.752032283774	-0.18178072093330977	0.06159422188172505	-2.9512625596987037	0.0031647776689306597	0.02075477140495326
NNAT	1158.3271566252263	-1.743812766101939	0.38377778499724974	-4.543808511778335	5.524684888937621e-6	1.4675382708101645e-4
COTL1	14889.913783987082	0.3131257370670771	0.11570666531532932	2.7062031060503897	0.006805740730178751	0.03649742285888515
ERBIN	14470.679714370155	-0.36307958863007506	0.13357418135302712	-2.718186890253	0.006564074991977416	0.035508771062875887
ACAN	12633.100289708875	2.066025265502946	0.3399099905278974	6.078153990985391	1.2157397757702378e-9	1.0864540160334774e-7
ADD3	12722.540129689705	-0.6635310980220374	0.19405201930463534	-3.41934652573949	6.277173153579588e-4	0.005928166286602174
UCHL1	8816.25667519419	-0.43688470492395354	0.1597504875372536	-2.734794188481413	0.006241929017494118	0.03409936842450047
GRK2	5322.997746553355	-0.36863355768539385	0.14211650473715873	-2.5938828031773884	0.009489882942802008	0.04650264648187755
MTCH1	10291.334807613384	-0.20579702451392404	0.07407132479095722	-2.7783629507737406	0.005463355470039051	0.031050632061565085
PI4KA	9078.656037872595	-0.7888685597268899	0.17610638952443866	-4.479499931019919	7.481811437429947e-6	1.8782954289983986e-4
KLC1	10362.407289894778	-0.621250277953573	0.13015349810308915	-4.773212299384428	1.8131048770055693e-6	5.948474219764847e-5
SSR1	11282.623482813051	0.30691389850109785	0.10655202804927769	2.8804134855054824	0.003971539334197523	0.0244771917277485
ESYT2	4075.424118814197	-0.34553613438841996	0.08541188360684498	-4.04552762211567	5.2205409316418764e-5	8.43670413716754e-4
RBFOX2	5205.9451304005515	-0.3420444209344473	0.1188332089075026	-2.8783571871789464	0.003997522339726375	0.024611994867981154
VAMP2	10892.65837234141	-0.6117299615326719	0.13923056005669082	-4.393647208512215	1.1146464995476002e-5	2.523230970147923e-4
SERPING1	18303.07490038637	0.6050606149432819	0.21769002599121198	2.7794595190489244	0.005444943960439124	0.03096068562500404
SRSF6	6077.754282854949	0.2181387731622636	0.08487146178507583	2.570225239134765	0.010163241179202519	0.04899549642550329
SEPTIN11	7366.4227649713375	-0.7057094233378132	0.12801781084907585	-5.512587808346417	3.5359567871466054e-8	2.10662102119804e-6
ENC1	7074.275865129658	-2.1635086073336445	0.32097787423397545	-6.7403668009732165	1.5798727948470256e-11	2.6276356553184906e-9
PUM2	6898.932862430909	-0.2132573465323813	0.07447790795079877	-2.8633638135118176	0.004191689628089161	0.02542830967394514
MAP1LC3B	9000.993734756454	0.27382240634944144	0.1032628389263798	2.6517032573998898	0.008008689313159574	0.041046718932213025
MDK	2898.116712664511	-0.8736470927616014	0.25689128890461255	-3.400843588300883	6.717825388551351e-4	0.00622442437531864
ATP1B1	7336.867230889649	-1.675963517093356	0.2416085885345956	-6.936688497947899	4.0139755444227445e-12	8.583456632939709e-10
NGRN	11095.762611578504	-0.2749678141300676	0.08946782892657636	-3.073370813051982	0.0021165530656222426	0.015238385111222469
GABBR1	18732.976831156833	-0.48669537067034585	0.17618317379812884	-2.7624395688773475	0.005737118112816679	0.0321037333649438
MAPRE1	8294.162837226735	0.20717247227654237	0.07583508007449498	2.7318817633347376	0.006297373604295991	0.03432269096342044
NBR1	11708.230782208262	0.15491509063285333	0.050168300697725154	3.0879078716708026	0.0020157094999963495	0.014682555512442996
CADM1	6478.8990075106885	-0.3354612990363989	0.11201377709812936	-2.9948217775258033	0.0027460524096877908	0.018599534845029013
GOLM2	13731.472184387314	0.19367607420876382	0.06575228755581425	2.945541233745832	0.0032239017399796547	0.021061769414215146
TFRC	2851.3845043863826	-0.46841603081949923	0.1415117127145904	-3.3100866481930704	9.326709433225314e-4	0.008075729968392852
CD9	9705.889480509702	0.4823515374693143	0.15418119225211388	3.128471964859262	0.0017571777317951427	0.013176082240605406
MXRA7	12334.951532444686	0.2760888716803073	0.09497832908507556	2.906861747725678	0.003650745089283904	0.02307001184389169
CDV3	8553.640510344563	0.1940569970792245	0.06373025700707773	3.0449743370354367	0.002327001648835562	0.016286291493165315
IGSF9B	30437.588090725636	0.6955366609276339	0.24244308120299846	2.868865786874151	0.004119465597559074	0.02511741371220464
ACO2	10749.96941764117	-0.4490795714296748	0.10753679762659885	-4.176054907167856	2.9660825405648402e-5	5.414457076717067e-4
GPX3	23715.598202022455	1.0880183096413794	0.35565266862328876	3.0592159306804483	0.0022191713529758446	0.015733911753632764
IGFBP2	3257.616934523282	-0.9733124277316265	0.3118392682126075	-3.121199050108199	0.0018011624345373799	0.013430211801734199
COL2A1	196.40111826341604	1.5665984213082178	0.44453913197717576	3.5240956501184977	4.2493082530095357e-4	0.004279685982320369
CELF2	9688.495042928153	-0.22313038489787554	0.0762318918837724	-2.9269952428581094	0.0034225411574564145	0.021997530558424717
WDR82	7695.859931345892	-0.15952572428955228	0.05770314431603284	-2.764593267497695	0.0056993811385001696	0.03193733698340642
YWHAH	8441.531319085405	-0.8949799024069214	0.16764863221409443	-5.338426508985734	9.375669549217112e-8	4.777601823484039e-6
EGFR	2649.294396106523	-1.3510225440973533	0.3079640285993356	-4.386949184429094	1.1495163201584123e-5	2.5826375110500914e-4
HSBP1	8729.482943724133	0.40144677910526144	0.15548175768149752	2.581954211809338	0.009824261835004192	0.047726383559503115
ATP6V1B2	8559.884619497681	-0.3082236456467754	0.10203607656848615	-3.020732039220433	0.002521644117637954	0.017374389130445627
ALCAM	12917.419550775512	0.6895589354771272	0.15595639791479382	4.421485393974443	9.80246916783155e-6	2.2971539781757887e-4
PREPL	9634.862548039468	-0.495047186852612	0.12680990625289892	-3.903852636444127	9.467343934182313e-5	0.0013369274010829387
COX6A1	6935.06580035055	-0.38457291714098824	0.11793003448649747	-3.2610260720734408	0.0011100983260531978	0.009239780366193108
ID4	13472.126346602365	0.526337009680485	0.17672349063377377	2.9783081343227855	0.0028984443400883694	0.01939043071092638
EPN2	25280.987582562393	0.5585253778535686	0.18075162904885012	3.090015734810451	0.0020014589186657396	0.014614186180058903
HSPH1	3801.8507568950154	-0.4843526396366665	0.12550034109070435	-3.859373093548842	1.1367827196909123e-4	0.0015381890472653868
C14orf132	11273.192202853994	-0.6351165142799282	0.143736073986023	-4.418629900394298	9.932857270974603e-6	2.314123848636593e-4
SNAP25	11850.151471518078	-2.168215110111107	0.3161753888808986	-6.857634042249446	7.001032469700011e-12	1.393375575966116e-9
HIP1	20632.609467101815	0.7465606559676031	0.17551407013079934	4.253565856066351	2.103930242849446e-5	4.17820309421594e-4
TERF2IP	8112.861580423671	-0.24499667716191384	0.0919563383909063	-2.664271777769502	0.007715519992778132	0.03985908192990428
HK1	9055.342882225608	-0.4757839951199645	0.12172036202019108	-3.9088282948176003	9.274485078596883e-5	0.0013160172021401415
RRBP1	10983.522611847451	0.39609795473708365	0.1430862048694582	2.768246981590263	0.00563587277003284	0.03170012983614056
SAMHD1	17931.298794814447	1.2032932379220804	0.20359506595909513	5.910227894048462	3.4163475407034678e-9	2.764240662157029e-7
RAB10	11616.165002021262	0.4671165822336199	0.09949770376847453	4.694747361412214	2.6693642135589857e-6	8.154499096267565e-5
PDXK	11187.445031999145	-0.5396887524036027	0.16822971913375356	-3.208046444959675	0.0013363991476464743	0.010676037220191148
TNPO2	9051.511076651694	-0.31202163762124363	0.09250918420574114	-3.3728720050898415	7.438852382681366e-4	0.0067433957064806475
GPX4	6811.059716929961	-0.3936858185458285	0.10221017344650324	-3.851728309138263	1.1728710955861973e-4	0.0015701299315617017
KDELR2	5457.9892172347345	0.3327621977619537	0.10873161930875747	3.060399540422851	0.0022104190085586914	0.015681141959413704
SELENOW	10792.071234095594	-0.29192082462749597	0.11198089512240228	-2.6068806139512266	0.009137121188494073	0.04528850423518896
STXBP1	9523.421839307797	-1.013047691537192	0.19662890111052156	-5.152079301749117	2.5761404963017913e-7	1.1341647957063952e-5
SNX1	15898.209709199911	0.47373019871923366	0.12454558474884095	3.8036691519379	1.425685636475931e-4	0.0018417028583386488
ENSA	7181.173174590493	-0.2903765882156579	0.07986585190920144	-3.6358040548516746	2.7711491893725465e-4	0.003084062411034967
DCLK1	9496.18168837543	-1.061611225985857	0.28516520786044375	-3.7227936533737176	1.970305439282856e-4	0.002368916429258253
GSE1	2706.676878446218	-0.7618515853636043	0.19911126574068086	-3.826260571091075	1.3010457177210427e-4	0.0017120903812867566
SPIN1	5455.186351463166	-0.21742878251531245	0.08067815532895041	-2.695014302555461	0.007038560970847591	0.03729541638295638
EMC10	12979.414115389814	0.3638195620232395	0.11530912240881476	3.1551672098705303	0.0016040614549895729	0.012336953065831813
DAAM2	10658.691515783834	-1.0110081996843172	0.3414185030729105	-2.961199204450893	0.0030644366408190313	0.02027438053801541
SEPTIN3	9820.384546305713	-0.7670047404849426	0.16654348076633788	-4.605432388921051	4.116097056262546e-6	1.1625061851118866e-4
COL12A1	3681.46568161376	-0.9382721833959438	0.32076618443294885	-2.925096936432446	0.003443489391231252	0.022051222171119916
ATP6V0A1	9353.634753850445	-0.380913056650844	0.0924011442520522	-4.122384627746469	3.749704241734016e-5	6.526556438192564e-4
GNAQ	8815.687833717491	-0.20361314740798855	0.07673451058015748	-2.653475546641985	0.00796675428313102	0.04088432208366166
SLC3A2	7204.06135018003	-0.2565184289370483	0.0975270697292108	-2.6302279936153687	0.00853276219648323	0.04305934568178958
NID1	3922.0687666263907	0.8520527825812791	0.2324895625300844	3.6649076771823794	2.47427821427078e-4	0.002813409117939291
RDX	10042.603968628055	0.24590244584542145	0.08003248018605424	3.07253311747635	0.0021225028011139227	0.015238385111222469
MAPRE2	9285.767093884582	-0.2570901462870787	0.09771286907344409	-2.6310776535876927	0.0085114585570577	0.04298407454181147
PSD3	11523.629704378533	-0.7799832196482944	0.1761209526682009	-4.428679312890876	9.481187428845825e-6	2.23498463504781e-4
USP24	11576.546620834182	0.39746673840346314	0.14455814335699654	2.7495285230794018	0.0059681068407696075	0.03302402588465114
FNDC3A	10596.231781475566	0.356023696212745	0.11207509542282276	3.1766530723849375	0.0014898514246588748	0.011637945734044374
APLP1	11638.326551610997	-0.7228419569117125	0.2471701685101913	-2.924470866644687	0.003450423761066345	0.022083818566953226
RUFY3	12135.784235720035	0.272732223883913	0.08511184980159882	3.2043977956027194	0.0013534533388419618	0.010776332269037561
PPP1R9B	10305.21360336186	-0.47584620458286964	0.16775254106922097	-2.836596104893086	0.004559725319094864	0.02705783483456937
TP53INP2	12271.557523910002	-0.5335950759333211	0.19296241562909397	-2.7652798302389625	0.005687398373921618	0.031905685766070904
SYNPO	15052.948485466775	-0.695568685229293	0.24347955407803787	-2.8567847836880613	0.004279559032362796	0.025830503736161536
RBPJ	6289.71679336361	0.35922271385556387	0.11330571082636981	3.1703848926559264	0.0015223713636479653	0.011837920181613237
TBC1D14	11410.17711585669	0.27782812499004844	0.09483723351841182	2.9295258273862506	0.00339479599826163	0.021882096938335267
PDE4B	20793.26740793729	0.7425350427677153	0.1675467399764976	4.431808359099517	9.34460547709889e-6	2.2071331476974205e-4
STOM	11131.828088109101	0.4210554767375718	0.14712331375008594	2.8619221930577665	0.004210802649718201	0.02549259945923936
VEGFA	3797.3193439279084	0.7729499142727816	0.26991324859962396	2.8636975705454812	0.004187275907729346	0.02541912755766155
PRDM2	4533.826621384546	-0.37842590673788695	0.13569078660815356	-2.7888843170369504	0.0052889953427088495	0.030376843754886557
MGLL	22630.416629589832	0.8367706460436926	0.20439267205605666	4.093936625155525	4.2411027844303324e-5	7.138278232475913e-4
MMP9	141.34145907863822	1.2325615569594885	0.3785279360179177	3.2561970720732885	0.001129153487179148	0.009357517653266641
MPZL1	9802.983063842612	0.544726606447659	0.14684825782158123	3.7094522912862535	2.0770809056742102e-4	0.0024626776084602643
SULF1	11529.13702344353	0.866610707566621	0.25468941952259655	3.4026176242069353	6.674361868326953e-4	0.006210216268315094
PPP2R5C	6291.101711509623	-0.16305438677141587	0.057775003546924844	-2.822230666571628	0.00476908616829723	0.02799500336537222
TSPYL1	9491.304073298794	-0.32259090841610094	0.10690826569933311	-3.01745525760702	0.00254906667821063	0.01752300428907709
IST1	6836.9477125616695	0.29529600996516325	0.07192716215998131	4.105486732652709	4.03464441390957e-5	6.911998119680559e-4
ACSL3	9122.311304321242	-0.3568290585334626	0.125663491666045	-2.839560271663849	0.004517575997937322	0.02686095957065513
EDIL3	15058.417135662958	0.7886599387133588	0.2115775404395301	3.7275220095431716	1.9337167853932072e-4	0.0023319494969872767
OGDH	7276.87310906074	-0.4012642580641887	0.10736982647411347	-3.7372162295608464	1.86068900934568e-4	0.0022667091441418634
PDLIM5	10619.209786058998	0.2928700615422305	0.10392774921458345	2.8180160135820023	0.004832139979413786	0.02824054477963889
PGRMC1	8409.340061051218	0.31411108523686887	0.11963608344201782	2.6255547339871272	0.008650789928256566	0.04349001233873736
TSPAN14	4939.802370763756	-0.32853581264163945	0.12211995521261698	-2.6902713161795884	0.0071393948205638194	0.037695878737324405
AUTS2	2489.5492958718296	-0.9838926622850045	0.24990996980596059	-3.9369884404729247	8.25105799472901e-5	0.0012064275883623917
FBXO7	7120.06966731012	0.39795561285683156	0.11896393752065398	3.345178557054236	8.222961362223729e-4	0.007330581323298589
RAB14	7272.034697897044	0.2222725251456307	0.08597465858529856	2.585326057737189	0.00972869471869046	0.0473774376804873
MKLN1	10535.086834328189	0.43734943633782014	0.12336879307578899	3.545057266379706	3.9252779558958726e-4	0.0040125878228100586
