gene	baseMean	log2FC	lfcSE	stat	pvalue	padj
TCF12	14197.576391466	0.34618896772060276	0.10648068348876315	3.2511903227700065	0.0011492289730790622	0.012125125068389224
DNER	33586.207487863845	0.46266048611878074	0.149688493863098	3.0908219742121292	0.0019960326851291114	0.01808055325599176
MLEC	15945.895105333519	0.2100843554489125	0.07909520501254493	2.6560947078345896	0.007905140984744412	0.04444322220296448
KIF5A	22477.740601732883	-1.0519051200233673	0.18947470355185422	-5.551691599483035	2.8291839609736304e-8	2.2586318621772815e-6
RPN1	10742.684380929495	0.20314332897334067	0.07033859336583509	2.8880777856443682	0.0038760400646708553	0.028181894216413778
ABR	18188.498924945372	-0.3687492585508209	0.11625659712041471	-3.171856631661795	0.001514677631440589	0.014722617399757347
ENO2	9945.928916133837	-0.4622067031066077	0.1697816061088764	-2.7223602939072618	0.006481743285374865	0.039024070307875316
LAPTM4A	7474.473203063063	0.3921349646519834	0.1474227932607302	2.6599344374004508	0.007815586352373187	0.04408461920380072
FYN	20275.354528927295	0.23442136454300433	0.0812712507783281	2.884431607708386	0.0039212092167660445	0.028406824180746148
SBF1	11689.517635220911	-0.4817557944240484	0.17388948226847795	-2.770471152937462	0.005597525823739699	0.03571149997437358
MT-ND6	4292.01358701348	-0.5255022164710437	0.18660001709367527	-2.8161959717679754	0.004859601376392211	0.032528793379307044
HADHA	10682.063201569079	0.1654878869431586	0.06137409752037747	2.696379965313758	0.007009765654635485	0.04106949859319105
RASSF2	26430.1092215005	0.4412357139103647	0.1298248988293095	3.398698692540406	6.770726274924108e-4	0.008534678646549073
ANKRD11	10022.154554548351	-0.3975013798484099	0.15325652874355902	-2.5936994861311304	0.009494943869211143	0.04976015441304308
JAK1	11606.210111667257	0.181263983957368	0.05188622760262734	3.4934893580158723	4.767519855110641e-4	0.006577309938358287
NAMPT	8243.505748714948	0.5040242125195	0.1788918653902281	2.817479774276154	0.00484021631021958	0.032453844295682974
ATP1A3	7781.788131028152	-2.084458962483959	0.34817859592756767	-5.98675216358674	2.140725933389238e-9	2.3958124347977687e-7
CHCHD2	7380.225097138232	-0.16995621508423484	0.06503701608924475	-2.613222827612792	0.008969280282825806	0.04838159071479236
DBN1	5911.440880733142	-0.3339385739008112	0.12082159112126341	-2.7638981642416174	0.005711536155381759	0.03624570506661185
TM9SF3	10322.509514412784	0.23350815592707816	0.08954758761445122	2.6076431777531717	0.009116793423795488	0.0486730277529875
MEGF8	16695.938562150583	-0.37565953944181624	0.13340112049331754	-2.816014873433047	0.004862341557324393	0.032528793379307044
SULF2	22588.518226504304	0.5595207023384433	0.1641684672428305	3.4082105518523593	6.539041758636522e-4	0.008321469188062949
SPOCK1	32575.351633180042	0.730948046338521	0.19307344958496364	3.785854802458797	1.5318110193025269e-4	0.00289785733904388
TMEM59	10720.211037512185	0.2924223320546415	0.09570132885787301	3.0555723263667613	0.0022463141715772413	0.01960851412098153
MAPT	12429.785742205368	-0.40028019476331816	0.15247218385736513	-2.6252670135411242	0.008658104049341137	0.04727806474731423
RTN1	11686.162788466705	-0.5698747163856762	0.15156295601463374	-3.7599868158460406	1.699223119272929e-4	0.003119693470297396
TUBB2A	11132.6130997645	-0.5029850668585669	0.13799465440740133	-3.6449605169023807	2.6743285592911655e-4	0.004351234306727134
NNAT	1158.3271566252263	-1.135471948719425	0.3331214171783467	-3.4085828474712434	6.530125307759806e-4	0.008318962825576986
CAPN2	13169.375676952566	0.2369091509740329	0.08034337614658345	2.9487079375629066	0.0031910538760610645	0.024621694694478898
PDZD2	33504.45034019212	0.9345876494133929	0.24423295170152584	3.826623896989712	1.2991277542057062e-4	0.002581029518385978
SMARCA2	11304.012098091735	-0.1969494547644574	0.07517415247093978	-2.619909214681104	0.008795317806213608	0.04785276271213446
RAB5B	12691.253768778524	0.15755234570707657	0.0549285114779992	2.868316316384831	0.004126627362819565	0.029414501589145412
UCHL1	8816.25667519419	-0.42116357453969944	0.13865203283626204	-3.037557877258554	0.0023850359879616927	0.020400575682743765
GRK2	5322.997746553355	-0.3768586827495103	0.12334946061911917	-3.0552114363368137	0.002249019091217529	0.019615443275549826
PI4KA	9078.656037872595	-0.7530543614611562	0.15284808369048175	-4.926815850606905	8.358045700840669e-7	4.019582219581004e-5
KLC1	10362.407289894778	-0.5530076667745012	0.11296572146613154	-4.895358163496521	9.812684499352078e-7	4.6081136031271034e-5
SSR1	11282.623482813051	0.3143168330511379	0.09247917201367924	3.398785112442887	6.768587381752233e-4	0.008534678646549073
ESYT2	4075.424118814197	-0.2514664998855598	0.07414509609245487	-3.3915459435374506	6.949950995603073e-4	0.0086965165279359255
VAMP2	10892.65837234141	-0.3602146989313371	0.1208448017986606	-2.980804251154224	0.002874924962126002	0.022875233502630484
SERPING1	18303.07490038637	0.5469334320572319	0.1889349291577456	2.8948243424093705	0.0037937075978504422	0.027819748000158632
SEPTIN11	7366.4227649713375	-0.6522194613645617	0.11111421815446995	-5.8698110124651395	4.362921815528251e-9	4.5431294557348534e-7
SUB1	6625.528477986924	0.3995918940820119	0.14892190714028883	2.6832311092120555	0.0072914583359561976	0.04222205685351812
ENC1	7074.275865129658	-2.047545329861723	0.27858636428552697	-7.3497686619118445	1.9855019123416895e-13	6.793252971511923e-11
HNRNPH3	5884.849025326084	0.2932434173671677	0.11024359094968808	2.6599588678220334	0.00781501947955558	0.04408461920380072
TUBB3	5686.683590196586	-0.5417202216221763	0.16661846631459232	-3.2512616014563136	0.0011489408677460306	0.012125125068389224
MAP1LC3B	9000.993734756454	0.40622831866851894	0.08962742116866372	4.5324111011078365	5.831422024800026e-6	2.0109580471577734e-4
CRMP1	7257.475586495406	-0.33436260489551656	0.1086768546847741	-3.076668034471204	0.002093282817313281	0.01861767743616958
ATP1B1	7336.867230889649	-0.7684749378726577	0.20970507554029394	-3.664550969463772	2.47772895885994e-4	0.004126807797653675
STAG2	7240.5737992171635	0.1942445615187294	0.06502072933326446	2.9874251413441826	0.002813381850258194	0.022550366570844624
GABBR1	18732.976831156833	-0.4239196284357444	0.15291243043443292	-2.7723032537731864	0.0055661155618504715	0.03564397532254513
SDCBP	10008.416916809472	0.37770673708317914	0.142605661562901	2.6486096901319653	0.008082361588156572	0.0450600323424454
MAPRE1	8294.162837226735	0.19170461228064276	0.06582117543892482	2.9125066667720727	0.003585405468453411	0.02675092242039227
NBR1	11708.230782208262	0.2272644397019313	0.04354769494594996	5.218747857584766	1.8013679587688744e-7	1.0785690653128635e-5
GOLM2	13731.472184387314	0.20742010101160852	0.057069820096424285	3.634497194158922	2.7852328837428374e-4	0.0044411669484448035
SMARCA5	7902.431984754585	0.13817044968550832	0.05280953087438303	2.6163922950607454	0.008886439486072888	0.04815163477182029
TAGLN	4494.979865621435	0.7958195832932405	0.24728151860282516	3.2182736008324904	0.0012896473634701738	0.013188323806622826
CD9	9705.889480509702	0.49203610912860735	0.13381624911455303	3.676953377369001	2.3603615984642008e-4	0.003986647410664148
MXRA7	12334.951532444686	0.28287896330370155	0.08243437896781187	3.431565408094567	6.001083956901435e-4	0.007838615860899964
CDV3	8553.640510344563	0.17101175971953925	0.05531564027259276	3.091562510653437	0.001991060552008914	0.01805881010051082
CDS2	10629.17007375628	-0.20422514020158958	0.07788877969833942	-2.6220097553530377	0.008741292883665219	0.04760208380258799
ACO2	10749.96941764117	-0.291987540718647	0.09333774290007908	-3.1282901390837	0.0017582652232297812	0.01646225648801926
GPX3	23715.598202022455	1.167753394962419	0.3086739891591945	3.783128595134609	1.5486934895569883e-4	0.0029168110942300336
IGFBP2	3257.616934523282	-1.1050224587134803	0.27065307833181496	-4.082800260482336	4.449626526116966e-5	0.001085219504078425
CBX6	17149.128781360356	-0.41183118931777324	0.14116272722069131	-2.917421598648513	0.003529383639478339	0.02643175052079619
COPB2	8897.04429243592	0.18095876143831732	0.05659275717258968	3.197560438457723	0.0013859536465686006	0.013830662431382493
COL2A1	196.40111826341604	-1.0211819773040092	0.3849833898634387	-2.652535159156458	0.007988980714381946	0.04483038615497835
CELF2	9688.495042928153	-0.23301628586617112	0.06616706950359369	-3.521635272868106	4.2889378429323194e-4	0.006078110138356748
BNIP3L	6919.337775242208	0.30480580855861256	0.08936927800587406	3.410632997824804	6.481226602406952e-4	0.008283104435840261
IQSEC1	14014.978562582362	-0.4273989765129112	0.1357612762033116	-3.1481655775896846	0.0016429859968990147	0.01567709746045076
MYL12A	4579.742035026101	0.36860531452434064	0.14207944888945317	2.594360531417453	0.009476705359847999	0.04971810158292038
HACD3	9475.843054011819	0.27393640442056116	0.0789190570886054	3.4711058966784467	5.183195495387885e-4	0.006989725907350217
YWHAH	8441.531319085405	-0.724465398620144	0.14550945039240273	-4.9788202530244	6.397302000722657e-7	3.178742384176507e-5
EGFR	2649.294396106523	-1.3468339255402264	0.26729535216060313	-5.038748016579756	4.685869225899631e-7	2.421858968439904e-5
DEK	3579.794025703256	0.266452324582778	0.07967673589887447	3.3441671722214963	8.252999014813603e-4	0.009765776996283884
MCM7	2258.984921943501	-0.2976222695228807	0.10020854269688717	-2.970028916827326	0.0029777171808848812	0.023415433976022193
PRUNE2	17856.44376622771	0.4820375932290588	0.14222844568002405	3.3891785213874477	7.010235500221372e-4	0.008749984133290575
C14orf132	11273.192202853994	-0.41858606781384533	0.12475458431372376	-3.3552760414897103	7.928582583218851e-4	0.009475526590224125
SNAP25	11850.151471518078	-1.5017366461252404	0.2744164484989311	-5.472473149258361	4.437980183031327e-8	3.280543993320996e-6
CLCN3	14519.094560485897	0.2019539111248575	0.07332416445190112	2.7542613357337933	0.00588247759534379	0.03678452016808439
ZIC1	2647.500545674607	0.8804785283473167	0.27007295693088745	3.260150658374263	0.001113530477418855	0.011884605585642416
RCN1	6559.755052357783	0.31666244858683473	0.10393425584810934	3.0467572601819435	0.002313244342875064	0.019943197268487325
HK1	9055.342882225608	-0.3332118734326861	0.1056479470576327	-3.1539834205288773	0.0016105823545714557	0.01543174640313821
HSPA4	8050.583623284477	0.16266706643996037	0.0575698684376688	2.825559113724237	0.004719817820362076	0.03190381522900166
SAMHD1	17931.298794814447	0.6544640816831248	0.17669820605496275	3.7038524402423803	2.1234980918378066e-4	0.0036746950360921583
RAB10	11616.165002021262	0.4670875147929674	0.08635623863382003	5.408845060674517	6.34324760247621e-8	4.468258237626624e-6
PDXK	11187.445031999145	-0.5356880391311646	0.1460105169918522	-3.668831877097302	2.4366124146453115e-4	0.004086615359296583
TNPO2	9051.511076651694	-0.2156006697779345	0.08029582964722337	-2.685079296461195	0.007251260002986909	0.04206112328381378
GPX4	6811.059716929961	-0.23038544395864347	0.08871836824707034	-2.5968178688436514	0.009409180073613892	0.049533861164250056
DSP	713.839547839047	-0.8497881584347828	0.20832179972783246	-4.079208990825785	4.5189198768300116e-5	0.0010976483879318335
PER1	7418.885459940883	-0.4589687796123851	0.17539521211932108	-2.6167691470400536	0.008876635257010348	0.04812028393060159
STXBP1	9523.421839307797	-0.7886695106849057	0.17066080363244943	-4.6212691719386	3.8139953561788107e-6	1.4228222551477027e-4
GSE1	2706.676878446218	-0.4680350024938415	0.1728275294684713	-2.708104454963146	0.006766872093424296	0.04009564241403065
DAAM2	10658.691515783834	-0.7961690945456372	0.2963223807366409	-2.6868341586835434	0.007213275688396151	0.041911196685368225
SEPTIN3	9820.384546305713	-0.6747977094437979	0.14454861840494326	-4.668309644810283	3.0368796620330616e-6	1.1807348685988932e-4
ATP6V0A1	9353.634753850445	-0.21243360579247553	0.08020325952025874	-2.648690428084365	0.008080431156110625	0.0450600323424454
MEF2D	5079.584705748658	-0.35373743449301936	0.12378773348661785	-2.857612984175531	0.004268406446570753	0.0300494810098088
PSD3	11523.629704378533	-0.5376772789670065	0.15286107942836327	-3.5174243239528034	4.357565831588035e-4	0.0061462721829525
METTL7A	16142.592737912451	0.32871009810170254	0.11376947136705873	2.889264528980475	0.0038614408652508712	0.028126979538551814
FNDC3A	10596.231781475566	0.2978002029999288	0.09727163024530781	3.0615319415220155	0.002202074956266444	0.019332732845521016
APLP1	11638.326551610997	-0.8537321116556633	0.21452237220512874	-3.979688005870618	6.900576998252129e-5	0.0015246201024736023
PPP1R9B	10305.21360336186	-0.4399055410772987	0.14559669934202232	-3.0213977587768883	0.0025161059664144275	0.021040760438416736
SYNPO	15052.948485466775	-0.5880132556172343	0.21131968955744238	-2.782576753016649	0.005392910770857941	0.03505977550544182
KIF21B	5971.423061543691	-0.5308259164405256	0.20203050160131478	-2.6274543310695373	0.008602638847418886	0.04710406959206272
RBPJ	6289.71679336361	0.3244716908358424	0.09834075143898637	3.2994632040935197	9.68699259537778e-4	0.010799017980561897
ELOVL5	11160.44102466086	0.4918283142118482	0.1268852569990727	3.8761659616250186	1.0611531942337037e-4	0.0022061301216924657
STOM	11131.828088109101	0.518856553989792	0.1276916441599513	4.063355573524083	4.8372256847563675e-5	0.0011516059160031314
ATP6AP2	8555.276929048016	0.3380315745558458	0.12480725528944372	2.708428879169789	0.006760259959434717	0.04008188356041335
TMX4	8434.118437453677	0.19678201755061756	0.07222479378975212	2.7245770770000965	0.006438390043347171	0.038880343302613404
PRDM2	4533.826621384546	-0.3822052770993457	0.11777392178871318	-3.2452453929913556	0.0011734945093445656	0.01227301026148574
MGLL	22630.416629589832	0.5138143115252785	0.17739273138511918	2.896478945407232	0.003773759642549485	0.027690423847751278
EVL	5919.613180429588	-0.3083700304416131	0.11534198794468233	-2.673527966151463	0.007505801763707937	0.04292357980917027
IST1	6836.9477125616695	0.2085251003772411	0.06242738222906463	3.3402826280958005	8.369316966812263e-4	0.009854726713626043
EDIL3	15058.417135662958	0.5822161056416828	0.1836287445826486	3.170615292093531	0.0015211645449314793	0.014761706179541706
OGDH	7276.87310906074	-0.2872548288280615	0.09319461923249713	-3.0823113093196186	0.0020539990492455867	0.018335024022559373
TSPAN14	4939.802370763756	-0.40693072839493916	0.10599385287968094	-3.839191777063403	1.2343998601252015e-4	0.0024843593823528215
AUTS2	2489.5492958718296	-0.9216734884503441	0.21691088215375906	-4.249088285930294	2.1464231835792927e-5	5.834756030948673e-4
RAB14	7272.034697897044	0.21302271014092208	0.07462151299128388	2.854709072513768	0.004307626853973714	0.030165983377973816
MKLN1	10535.086834328189	0.3444616043356154	0.10707278085567472	3.2170790894085513	0.0012950289391197786	0.013220777106529708
GNAO1	13188.333373450949	-0.4616594606951966	0.14380910280842735	-3.210224190816264	0.0013263148315956633	0.013437072849710718
NSMF	9340.693193426776	-0.7521034192671161	0.17762071441753355	-4.234322678711585	2.2924158524654608e-5	6.168916816466043e-4
SOX11	1667.3956722311589	-0.6492448678594912	0.24555816193961694	-2.6439555612048493	0.008194341359677488	0.04547436539147721
SH3BGRL	6620.421361526028	0.40759429254098783	0.1479329764377372	2.755263243909232	0.005864493047746426	0.036713780877006455
RNF187	7620.919437017505	-0.22371843038478179	0.08357470712059337	-2.676867656406732	0.007431398248544679	0.04266107096180371
LMAN1	5057.9823313999495	0.23715706936906042	0.0855155580458635	2.773262255294749	0.005549737553786268	0.035615277173949925
KCTD20	6957.083633225534	0.1992695283775795	0.06173807650138021	3.2276601356883	0.0012480716214812175	0.012839912085255653
CD99	7501.2081869722515	0.41208127729893124	0.15790985150560494	2.6095982826271267	0.009064860257423358	0.048582955648837564
ASPH	7782.004525412575	0.19359100323298886	0.06372627336188652	3.037852254966034	0.002382707436684313	0.0203952262718332
ARHGEF7	4823.3300666496125	-0.39971668627933393	0.09714208319799598	-4.11476337669872	3.875767946638324e-5	9.649131218501856e-4
TCF3	2215.0169176057	-0.4054421774944512	0.1473107714542731	-2.7522914549416027	0.005917982561026525	0.036887096109117404
ETF1	5930.225122277786	0.24070236458687203	0.07660176379550784	3.1422561656600854	0.0016765128758463792	0.015920889522807607
ECPAS	5474.872012048778	-0.18594050443789273	0.06574103905700991	-2.8283779372067293	0.004678453846218028	0.031832093641170955
PAIP2	4549.278789455102	0.2936632335059964	0.11309413887952141	2.5966264601814095	0.00941442434539466	0.049533861164250056
ITGA6	3597.8770819674737	-0.3695553549485391	0.131141318667631	-2.8179932816228015	0.004832482099107746	0.03243776521121931
SMC3	3984.8055617405885	0.2330204538606785	0.07864459641864596	2.962955682552544	0.0030470043503473014	0.023755128317323525
SEC63	5667.730767945219	0.2989424976132005	0.0842373586275497	3.5488113882458774	3.869741556022154e-4	0.005630638533823244
SPCS3	5710.1178131474135	0.3470851547298011	0.09136815323826983	3.79875418762895	1.4542523440537445e-4	0.002808420517044648
SCARA3	11577.578077336948	0.5689313571010978	0.19114423410148565	2.9764505310635254	0.002916061233564355	0.023019006771214996
EPB41L1	9939.43555903737	-0.5182762577835691	0.13895847364211902	-3.729720427977391	1.9169234563058013e-4	0.003415946188878269
SETD7	11225.165211191204	0.2567356391515551	0.08434644415001913	3.0438229108381076	0.00233592600545816	0.02009534045643783
ADGRV1	2991.1799094859434	-2.0916208237045457	0.3206980339861146	-6.522088076770398	6.933527749179352e-11	1.1694224619214472e-8
SEL1L	9051.484278120264	0.1721863072551756	0.06505124948880278	2.646933127469195	0.00812254135582243	0.045181936079030996
ADCY1	7176.798158868468	-0.890527382314368	0.25535399611709536	-3.487422933871013	4.8769945518730486e-4	0.006697478183334834
TMEM132A	9088.685746669631	-0.5906589062280588	0.19813185804210842	-2.9811404993866644	0.0028717700513744217	0.022865323381122807
GUK1	5164.651325041594	-0.4745295981788534	0.1252359132968336	-3.7890856199860616	1.5120279846924102e-4	0.002874053193125653
GLO1	5225.279123016643	0.3423126205742819	0.12091125940662857	2.831106236542233	0.004638731082306583	0.03165070161003012
DNAJC5	8492.237055678248	-0.2634059934108985	0.08688901987601588	-3.0315222082923605	0.002433240202043435	0.020623243199970744
SAR1A	6867.3781602321415	0.20913685954127453	0.06906278440186679	3.0282135502144842	0.002460041777388896	0.020775035461376608
