ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
REACTOME_RHO_GTPASE_EFFECTORS	REACTOME_RHO_GTPASE_EFFECTORS	43	0.3533375309268445	2.0884606697961345	3.323887226594868e-5	0.004169967611546289	0.0037564696790512338	328	tags=37%, list=13%, signal=33%	TUBA1B/CALM1/YWHAG/TUBB4B/KIF5A/MAPK1/TUBB2A/NCKAP1/KLC1/MAPRE1/YWHAH/PPP2R5C/TUBA1C/WIPF1/PRKCB/WASF3
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	6	0.8697963900469725	2.389757207534292	5.823602512171945e-5	0.006697142888997737	0.006033047865679883	167	tags=83%, list=7%, signal=78%	SPARC/HSP90AA1/COL4A1/COL4A2/HSPH1
REACTOME_SIGNALING_BY_VEGF	REACTOME_SIGNALING_BY_VEGF	21	0.4915479144214207	2.321947116032188	1.1691768471738131e-4	0.011524743207856158	0.01038193877076897	422	tags=57%, list=17%, signal=48%	HSP90AA1/CALM1/ITGAV/PIK3R1/CTNND1/FYN/NCKAP1/VEGFA/PRKCB/WASF3/ITPR1/PTK2B
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2	REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2	24	0.45743030121816036	2.3145841254778174	1.0871703024889758e-4	0.011524743207856158	0.01038193877076897	293	tags=42%, list=12%, signal=37%	SPARC/IGF2/CALM1/TIMP3/VWF/SERPING1/CD9/VEGFA/QSOX1/PRKCB
REACTOME_SELECTIVE_AUTOPHAGY	REACTOME_SELECTIVE_AUTOPHAGY	14	0.5934906635710224	2.474102423312474	1.6668299732598517e-4	0.01437640851936622	0.0129508302527624	236	tags=57%, list=9%, signal=52%	HSP90AA1/TUBA1B/TUBB4B/SQSTM1/TUBB2A/MAP1LC3B/NBR1/TUBA1C
REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	2	0.9923817161186849	1.6567519266047603	1.6112059980853748e-4	0.01437640851936622	0.0129508302527624	21	tags=100%, list=1%, signal=99%	MT-ATP6/MT-ATP8
REACTOME_RECYCLING_PATHWAY_OF_L1	REACTOME_RECYCLING_PATHWAY_OF_L1	12	0.6437135211603897	2.4205691951257133	1.8668288504984702e-4	0.015154257727575816	0.013651547197762808	335	tags=75%, list=13%, signal=65%	TUBA1B/AP2B1/EZR/TUBB4B/MAPK1/TUBB2A/RDX/TUBA1C/DNM1
REACTOME_TP53_REGULATES_METABOLIC_GENES	REACTOME_TP53_REGULATES_METABOLIC_GENES	12	0.6338599126359983	2.3835164682978314	2.3646364117909012e-4	0.018128879157063578	0.016331202352778094	240	tags=58%, list=10%, signal=53%	MT-CO1/MT-CO3/MT-CO2/YWHAG/YWHAH/COX6A1/PRDX5
REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	11	0.6521686420242679	2.3451749279490186	3.160241527780621e-4	0.022580169372886736	0.020341098420579126	291	tags=64%, list=12%, signal=56%	MT-CO1/MT-CO3/MT-CO2/GPX3/COX6A1/PRDX5/CAT
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT	REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT	18	0.5090812043063908	2.266578716469236	3.272488314911121e-4	0.022580169372886736	0.020341098420579126	341	tags=56%, list=14%, signal=48%	TUBA1B/CD59/ANK2/TUBB4B/TUBB2A/KDELR2/TUBA1C/NAPA/SPTBN2/NSF
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	21	0.4545320810330755	2.1470937496319613	4.2291078262670994e-4	0.023118501768564437	0.02082604926672357	364	tags=57%, list=15%, signal=49%	TUBA1B/KIF1A/KIF1B/TUBB4B/KIF5A/TUBB2A/KLC1/KDELR2/TUBA1C/NAPA/NSF/KIF21A
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS	REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS	28	0.4087040202905857	2.1272260574025332	4.4978947494992544e-4	0.023118501768564437	0.02082604926672357	475	tags=54%, list=19%, signal=44%	AP2B1/SCARB2/GRK2/VAMP2/TFRC/EGFR/EPN2/HIP1/HIP1R/STON2/SYT1/DNM1/SH3KBP1/RAB5A/DNAJC6
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	27	0.3973663705736447	2.0927587554016975	3.703779627275792e-4	0.023118501768564437	0.02082604926672357	364	tags=48%, list=15%, signal=42%	TUBA1B/KIF1A/KIF1B/TUBB4B/KIF5A/TUBB2A/KLC1/KDELR2/TUBA1C/NAPA/RAB6B/NSF/KIF21A
REACTOME_M_PHASE	REACTOME_M_PHASE	36	0.34658982013687084	1.9571823149163559	4.231813216959562e-4	0.023118501768564437	0.02082604926672357	293	tags=36%, list=12%, signal=32%	HSP90AA1/TUBA1B/YWHAG/TUBB4B/MAPK1/TUBB2A/MAPRE1/ENSA/PPP2R5C/IST1/TUBA1C/SIRT2/PRKCB
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	8	-0.8030546623794212	-1.8683650279028243	4.208347342415139e-4	0.023118501768564437	0.02082604926672357	499	tags=100%, list=20%, signal=80%	CHRM1/CHRM4/ADRB1/ADRA2C/HTR2A/ADRA1B/HTR4
REACTOME_PEXOPHAGY	REACTOME_PEXOPHAGY	3	0.9434416365824309	1.8543526339606822	4.3959647786253583e-4	0.023118501768564437	0.02082604926672357	144	tags=100%, list=6%, signal=94%	SQSTM1/MAP1LC3B/NBR1
REACTOME_BIOLOGICAL_OXIDATIONS	REACTOME_BIOLOGICAL_OXIDATIONS	31	-0.5858188314249189	-1.8155264583941213	4.8582358789012224e-4	0.023118501768564437	0.02082604926672357	283	tags=32%, list=11%, signal=29%	ACY3/AHRR/CYP39A1/FMO3/CYP2E1/CES3/AKR7A3/GLYATL2/SULT2B1/CYP2A13
REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS	REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS	2	0.9871692060946271	1.6480497952730988	4.762212109424958e-4	0.023118501768564437	0.02082604926672357	34	tags=100%, list=1%, signal=99%	COL4A1/COL4A2
REACTOME_FATTY_ACIDS	REACTOME_FATTY_ACIDS	1	-1	-1.336516061041028	4.691596785885459e-4	0.023118501768564437	0.02082604926672357	2	tags=100%, list=0%, signal=100%	
REACTOME_PROGRAMMED_CELL_DEATH	REACTOME_PROGRAMMED_CELL_DEATH	24	0.4078079104982979	2.0634962602389253	5.657791713523572e-4	0.02547878813207734	0.02295228740197051	380	tags=50%, list=15%, signal=43%	HSP90AA1/YWHAG/APC/H1-0/MAPK1/MAPT/YWHAH/TP53BP2/DNM1L/OPA1/CHMP3/PPP3R1
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	15	-0.6781868695425948	-1.8542210437969375	5.723495884742011e-4	0.02547878813207734	0.02295228740197051	541	tags=67%, list=22%, signal=53%	CXCL2/XK/OPRL1/NPY1R/CXCL9/NTSR2/CXCL10/NPFFR1/CCKBR/UTS2B
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	25	0.4271531359385601	2.2071086382197946	6.310319476764509e-4	0.027213252743546943	0.024514760862035804	364	tags=52%, list=15%, signal=45%	TUBA1B/KIF1A/KIF1B/TUBB4B/KIF5A/TUBB2A/KLC1/KDELR2/TUBA1C/NAPA/RAB6B/NSF/KIF21A
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	15	0.5251364736188127	2.2607639886047246	6.95897585199347e-4	0.029101171744699967	0.02621547202935977	251	tags=53%, list=10%, signal=48%	SDC3/COL4A1/COL4A2/HSPG2/ITGAV/COL2A1/COL11A1/ITGA6
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	21	0.43699936173377973	2.064273650474141	7.7554732704543e-4	0.03147809739184392	0.02835669948113476	341	tags=48%, list=14%, signal=41%	TUBA1B/CD59/ANK2/TUBB4B/TUBB2A/KDELR2/TUBA1C/NAPA/SPTBN2/NSF
REACTOME_SIGNALING_BY_ALK_IN_CANCER	REACTOME_SIGNALING_BY_ALK_IN_CANCER	10	0.6238112412256259	2.1900357139139977	8.449110273618667e-4	0.03238825604887156	0.029176605944864462	173	tags=60%, list=7%, signal=56%	SQSTM1/PIK3R1/MAPK1/KLC1/HIP1/RRBP1
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM	REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM	7	0.749657803237233	2.1826760564788286	8.292531046455216e-4	0.03238825604887156	0.029176605944864462	408	tags=86%, list=16%, signal=72%	SDC3/HSPG2/CSPG4/ACAN/CHST3/SLC26A2
REACTOME_RHOC_GTPASE_CYCLE	REACTOME_RHOC_GTPASE_CYCLE	15	0.5125232600398054	2.2064628679008167	9.764354104481526e-4	0.03455079144662694	0.03112470228715973	730	tags=87%, list=29%, signal=62%	ARHGEF12/PIK3R1/ABR/ERBIN/TFRC/STOM/LBR/ARHGAP32/ACBD5/OPHN1/ANLN/DAAM1/RTKN
REACTOME_AUTOPHAGY	REACTOME_AUTOPHAGY	20	0.4438405198005448	2.0697513903276605	9.452236391767219e-4	0.03455079144662694	0.03112470228715973	347	tags=50%, list=14%, signal=43%	HSP90AA1/TUBA1B/TUBB4B/SQSTM1/TUBB2A/MAP1LC3B/NBR1/TUBA1C/RB1CC1/CHMP3
REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	35	0.3457527963818169	1.99862864631216	9.564362182385085e-4	0.03455079144662694	0.03112470228715973	452	tags=49%, list=18%, signal=40%	HSP90AA1/CALM1/SCD/JUND/PIK3R1/MAPK1/EGFR/MMP9/GNG2/KANK1/GNG12/KAT2B/SREBF1/CPT1A/RDH11/ATF2/ALDH1A1
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS	REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS	10	0.6152880187141079	2.160112941664517	0.0010545936222122394	0.036383479966322255	0.032775659679806696	236	tags=60%, list=9%, signal=55%	TUBA1B/CALM1/TUBB4B/MAPT/TUBB2A/TUBA1C
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS	16	0.49233106058193743	2.199960502326288	0.0013223358151246035	0.04450788841151104	0.04009444409915678	391	tags=50%, list=16%, signal=42%	HSP90AA1/PIK3R1/FYN/MAPK1/NCKAP1/WIPF1/WASF3/ITPR1
REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS	REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS	11	0.5940117252940189	2.1360447517736305	0.0013711750130177144	0.04451001491507258	0.04009635973661382	169	tags=45%, list=7%, signal=43%	HSP90AA1/CALM1/VAMP2/CD9/SNAP25
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	55	0.2738904597042817	1.7225384929345247	0.0013869062618464645	0.04451001491507258	0.04009635973661382	326	tags=33%, list=13%, signal=29%	SPARC/IGF2/CALM1/TIMP3/PIK3R1/FYN/VWF/MAPK1/SERPING1/CD9/GNAQ/VEGFA/MGLL/GNG2/QSOX1/PRKCB/DGKZ/GNG12
REACTOME_ESR_MEDIATED_SIGNALING	REACTOME_ESR_MEDIATED_SIGNALING	26	0.3893201712138569	2.0487667407265095	0.0014428566032303283	0.045253229828587566	0.040765876756340136	338	tags=42%, list=14%, signal=37%	HSP90AA1/CALM1/JUND/PIK3R1/MAPK1/EGFR/MMP9/GNG2/KANK1/GNG12/KAT2B
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	8	0.6974067358622067	2.2250319943298473	0.001557336838887072	0.04775832972587021	0.04302256857837736	399	tags=75%, list=16%, signal=63%	CALM1/GRIK3/GNG2/GNG12/DLG4/DLG1
